timestamp,SYN_BENCH,SYN_ORBIT,SYN_CEDAR,SYN_HARBOR,SYN_RIDGE
2025-10-17 15:30:00,100.858979,49.271810,73.697654,35.377205,60.012215
2025-10-20 09:30:00,100.712966,49.351818,73.285771,35.057743,59.544900
2025-10-20 10:30:00,100.915082,49.465775,73.477254,35.160037,59.736805
2025-10-20 11:30:00,101.218255,49.636709,73.764479,35.313478,60.024662
2025-10-20 12:30:00,101.016139,49.522753,73.572996,35.211184,59.832757
2025-10-20 13:30:00,101.369841,49.722176,73.908091,35.390198,60.168590
2025-10-20 14:30:00,101.268783,49.665198,73.812350,35.339051,60.072638
2025-10-20 15:30:00,101.057671,49.546237,73.647373,35.273808,59.970173
2025-10-21 09:30:00,100.906734,49.594194,73.204083,34.983150,59.477473
2025-10-21 10:30:00,101.109225,49.708715,73.395371,35.085234,59.669161
2025-10-21 11:30:00,101.412962,49.880496,73.682303,35.238361,59.956694
2025-10-21 12:30:00,101.210471,49.765975,73.491015,35.136277,59.765006
2025-10-21 13:30:00,101.564831,49.966386,73.825768,35.314924,60.100461
2025-10-21 14:30:00,101.463585,49.909126,73.730125,35.263882,60.004617
2025-10-21 15:30:00,101.245661,49.791543,73.572206,35.201402,59.902738
2025-10-22 09:30:00,101.085332,49.802024,73.100741,34.942677,59.386112
2025-10-22 10:30:00,101.288174,49.917031,73.291777,35.044650,59.577506
2025-10-22 11:30:00,101.592437,50.089541,73.578332,35.197610,59.864597
2025-10-22 12:30:00,101.389595,49.974534,73.387295,35.095637,59.673203
2025-10-22 13:30:00,101.744569,50.175797,73.721609,35.274090,60.008143
2025-10-22 14:30:00,101.643148,50.118293,73.626091,35.223103,59.912446
2025-10-22 15:30:00,101.421055,50.003068,73.475555,35.163100,59.810678
2025-10-23 09:30:00,101.246899,49.971703,72.979720,34.938178,59.271906
2025-10-23 10:30:00,101.450064,50.087110,73.170459,35.040144,59.462930
2025-10-23 11:30:00,101.754810,50.260221,73.456568,35.193093,59.749466
2025-10-23 12:30:00,101.551646,50.144814,73.265829,35.091127,59.558442
2025-10-23 13:30:00,101.907183,50.346777,73.599622,35.269568,59.892735
2025-10-23 14:30:00,101.805601,50.289073,73.504253,35.218584,59.797222
2025-10-23 15:30:00,101.582151,50.177120,73.361263,35.160737,59.695092
2025-10-24 09:30:00,101.389909,50.100752,72.845349,34.970183,59.136245
2025-10-24 10:30:00,101.593364,50.216468,73.035756,35.072247,59.326829
2025-10-24 11:30:00,101.898547,50.390041,73.321366,35.225345,59.612704
2025-10-24 12:30:00,101.695092,50.274326,73.130959,35.123280,59.422120
2025-10-24 13:30:00,102.051138,50.476828,73.464172,35.301894,59.755642
2025-10-24 14:30:00,101.949410,50.418970,73.368968,35.250861,59.660350
2025-10-24 15:30:00,101.727472,50.311107,73.233526,35.194820,59.557390
2025-10-27 09:30:00,101.513200,50.187910,72.702209,35.037887,58.980799
2025-10-27 10:30:00,101.716912,50.303838,72.892261,35.140155,59.170877
2025-10-27 11:30:00,102.022479,50.477731,73.177338,35.293555,59.455993
2025-10-27 12:30:00,101.818767,50.361802,72.987286,35.191288,59.265916
2025-10-27 13:30:00,102.175263,50.564677,73.319877,35.370255,59.598552
2025-10-27 14:30:00,102.073407,50.506713,73.224851,35.319122,59.503513
2025-10-27 15:30:00,101.855791,50.403633,73.096796,35.264515,59.399273
2025-10-28 09:30:00,101.615994,50.233181,72.555034,35.139173,58.807490
2025-10-28 10:30:00,101.819926,50.349226,72.744719,35.241739,58.997003
2025-10-28 11:30:00,102.125824,50.523294,73.029246,35.395588,59.281272
2025-10-28 12:30:00,101.921892,50.407249,72.839562,35.293022,59.091759
2025-10-28 13:30:00,102.278774,50.610328,73.171510,35.472513,59.423406
2025-10-28 14:30:00,102.176807,50.552306,73.076668,35.421230,59.328650
2025-10-28 15:30:00,101.966151,50.454556,72.955686,35.367667,59.222699
2025-10-29 09:30:00,101.697906,50.237841,72.408611,35.270662,58.618461
2025-10-29 10:30:00,101.902022,50.353911,72.597929,35.373614,58.807356
2025-10-29 11:30:00,102.208196,50.528015,72.881907,35.528043,59.090700
2025-10-29 12:30:00,102.004080,50.411946,72.692589,35.425091,58.901804
2025-10-29 13:30:00,102.361282,50.615067,73.023896,35.605257,59.232371
2025-10-29 14:30:00,102.259225,50.557033,72.929237,35.553781,59.137923
2025-10-29 15:30:00,102.057882,50.464995,72.814869,35.500859,59.029859
2025-10-30 09:30:00,101.758949,50.204395,72.267675,35.427820,58.416041
2025-10-30 10:30:00,101.963211,50.320401,72.456640,35.531232,58.604275
2025-10-30 11:30:00,102.269602,50.494410,72.740088,35.686351,58.886626
2025-10-30 12:30:00,102.065341,50.378404,72.551123,35.582938,58.698392
2025-10-30 13:30:00,102.422798,50.581414,72.881812,35.763910,59.027801
2025-10-30 14:30:00,102.320668,50.523411,72.787330,35.712204,58.933684
2025-10-30 15:30:00,102.130618,50.437292,72.678982,35.659511,58.823136
2025-10-31 09:30:00,101.799521,50.136483,72.136824,35.605087,58.202713
2025-10-31 10:30:00,102.003890,50.252346,72.325461,35.709017,58.390249
2025-10-31 11:30:00,102.310443,50.426139,72.608415,35.864913,58.671553
2025-10-31 12:30:00,102.106074,50.310277,72.419779,35.760983,58.484017
2025-10-31 13:30:00,102.463719,50.513036,72.749893,35.942861,58.812206
2025-10-31 14:30:00,102.361535,50.455105,72.655575,35.890895,58.718438
2025-10-31 15:30:00,102.184297,50.374928,72.552533,35.838017,58.605070
2025-11-03 09:30:00,101.820389,50.038757,72.020423,35.796062,57.981075
2025-11-03 10:30:00,102.024827,50.154407,72.208767,35.900549,58.167886
2025-11-03 11:30:00,102.331485,50.327881,72.491282,36.057279,58.448102
2025-11-03 12:30:00,102.127047,50.212231,72.302939,35.952792,58.261291
2025-11-03 13:30:00,102.484814,50.414618,72.632540,36.135644,58.588210
2025-11-03 14:30:00,102.382595,50.356793,72.538368,36.083401,58.494804
2025-11-03 15:30:00,102.219168,50.282403,72.439814,36.029924,58.378324
2025-11-04 09:30:00,101.822663,49.916719,71.922529,35.993717,57.753803
2025-11-04 10:30:00,102.027135,50.032099,72.110625,36.098778,57.939869
2025-11-04 11:30:00,102.333842,50.205168,72.392770,36.256371,58.218968
2025-11-04 12:30:00,102.129371,50.089789,72.204674,36.151309,58.032902
2025-11-04 13:30:00,102.487196,50.291703,72.533843,36.335167,58.358518
2025-11-04 14:30:00,102.384960,50.234013,72.439794,36.282636,58.265485
2025-11-04 15:30:00,102.235784,50.165081,72.344823,36.228158,58.145641
2025-11-05 09:30:00,101.807766,49.776537,71.846813,36.190654,57.523614
2025-11-05 10:30:00,102.012236,49.891604,72.034718,36.296288,57.708925
2025-11-05 11:30:00,102.318941,50.064204,72.316576,36.454738,57.986892
2025-11-05 12:30:00,102.114471,49.949137,72.128671,36.349104,57.801581
2025-11-05 13:30:00,102.472294,50.150504,72.457505,36.533963,58.125876
2025-11-05 14:30:00,102.370059,50.092971,72.363552,36.481146,58.033220
2025-11-05 15:30:00,102.234994,50.029009,72.271189,36.425279,57.909809
2025-11-06 09:30:00,101.777391,49.624847,71.796502,36.379399,57.293231
2025-11-06 10:30:00,101.981827,49.739572,71.984279,36.485578,57.477786
2025-11-06 11:30:00,102.288481,49.911661,72.265946,36.644848,57.754620
2025-11-06 12:30:00,102.084045,49.796935,72.078168,36.538668,57.570064
2025-11-06 13:30:00,102.441807,49.997705,72.406779,36.724483,57.893036
2025-11-06 14:30:00,102.339590,49.940342,72.312890,36.671393,57.800759
2025-11-06 15:30:00,102.217926,49.880723,72.222111,36.613773,57.673622
2025-11-07 09:30:00,101.733462,49.468544,71.774322,36.552702,57.065346
2025-11-07 10:30:00,101.937834,49.582916,71.962042,36.659383,57.249154
2025-11-07 11:30:00,102.244391,49.754474,72.243624,36.819403,57.524865
2025-11-07 12:30:00,102.040020,49.640102,72.055903,36.712723,57.341057
2025-11-07 13:30:00,102.397670,49.840253,72.384414,36.899414,57.662721
2025-11-07 14:30:00,102.295484,49.783067,72.290554,36.846073,57.570817
2025-11-07 15:30:00,102.185972,49.727041,72.200303,36.786364,57.439846
2025-11-10 09:30:00,101.678086,49.314583,71.782453,36.703864,56.842592
2025-11-10 10:30:00,101.882367,49.428605,71.970193,36.810979,57.025667
2025-11-10 11:30:00,102.188789,49.599638,72.251804,36.971652,57.300281
2025-11-10 12:30:00,101.984508,49.485616,72.064064,36.864537,57.117205
2025-11-10 13:30:00,102.342001,49.685155,72.392610,37.051989,57.437588
2025-11-10 14:30:00,102.239860,49.628144,72.298739,36.998431,57.346050
2025-11-10 15:30:00,102.140759,49.574866,72.207951,36.936337,57.211183
2025-11-11 09:30:00,101.613507,49.169781,71.822495,36.827036,56.627506
2025-11-11 10:30:00,101.817675,49.283472,72.010337,36.934504,56.809874
2025-11-11 11:30:00,102.123927,49.454009,72.292099,37.095706,57.083428
2025-11-11 12:30:00,101.919759,49.340318,72.104257,36.988238,56.901059
2025-11-11 13:30:00,102.277054,49.539278,72.432980,37.176306,57.220204
2025-11-11 14:30:00,102.174969,49.482432,72.339059,37.122572,57.129020
2025-11-11 15:30:00,102.084125,49.430988,72.246673,37.057839,56.990244
2025-11-12 09:30:00,101.542058,49.040640,71.895444,36.917503,56.422507
2025-11-12 10:30:00,101.746094,49.154034,72.083470,37.025227,56.604201
2025-11-12 11:30:00,102.052148,49.324126,72.365508,37.186813,56.876743
2025-11-12 12:30:00,101.848112,49.210731,72.177482,37.079089,56.695048
2025-11-12 13:30:00,102.205175,49.409172,72.506527,37.267606,57.013014
2025-11-12 14:30:00,102.103157,49.352474,72.412514,37.213744,56.922166
2025-11-12 15:30:00,102.018087,49.301904,72.317499,37.146167,56.779514
2025-11-13 09:30:00,101.466114,48.933180,72.001670,36.971912,56.229867
2025-11-13 10:30:00,101.670004,49.046325,72.189965,37.079787,56.410927
2025-11-13 11:30:00,101.975839,49.216044,72.472406,37.241598,56.682518
2025-11-13 12:30:00,101.771949,49.102898,72.284112,37.133724,56.501457
2025-11-13 13:30:00,102.128756,49.300903,72.613627,37.322503,56.818313
2025-11-13 14:30:00,102.026811,49.244330,72.519479,37.268566,56.727783
2025-11-13 15:30:00,101.944805,49.193655,72.420847,37.197997,56.581333
2025-11-14 09:30:00,101.388051,48.852803,72.140915,36.988446,56.051691
2025-11-14 10:30:00,101.591784,48.965759,72.329562,37.096359,56.232164
2025-11-14 11:30:00,101.897384,49.135195,72.612532,37.258229,56.502874
2025-11-14 12:30:00,101.693651,49.022238,72.423885,37.150316,56.322401
2025-11-14 13:30:00,102.050184,49.219912,72.754017,37.339164,56.638229
2025-11-14 14:30:00,101.948317,49.163434,72.659694,37.285208,56.547992
2025-11-14 15:30:00,101.866550,49.111682,72.556520,37.211551,56.397867
2025-11-17 09:30:00,101.310200,48.804168,72.312289,36.966909,55.889895
2025-11-17 10:30:00,101.513771,48.917007,72.501371,37.074751,56.069835
2025-11-17 11:30:00,101.819128,49.086267,72.784993,37.236513,56.339744
2025-11-17 12:30:00,101.615557,48.973427,72.595912,37.128671,56.159804
2025-11-17 13:30:00,101.971807,49.170896,72.926804,37.317394,56.474699
2025-11-17 14:30:00,101.870021,49.114476,72.832264,37.263473,56.384729
2025-11-17 15:30:00,101.785666,49.060706,72.723703,37.186693,56.231090
2025-11-18 09:30:00,101.234816,48.791096,72.514289,36.908745,55.746190
2025-11-18 10:30:00,101.438225,48.903899,72.703884,37.016407,55.925655
2025-11-18 11:30:00,101.743339,49.073103,72.988275,37.177901,56.194853
2025-11-18 12:30:00,101.539929,48.960300,72.798681,37.070238,56.015388
2025-11-18 13:30:00,101.895895,49.157705,73.130471,37.258647,56.329451
2025-11-18 14:30:00,101.794191,49.101303,73.035674,37.204816,56.239719
2025-11-18 15:30:00,101.704530,49.044624,72.920976,37.124932,56.082769
2025-11-19 09:30:00,101.164043,48.816492,72.744812,36.816955,55.622068
2025-11-19 10:30:00,101.367294,48.929345,72.934993,36.924340,55.801123
2025-11-19 11:30:00,101.672170,49.098624,73.220264,37.085418,56.069704
2025-11-19 12:30:00,101.468919,48.985771,73.030083,36.978033,55.890650
2025-11-19 13:30:00,101.824608,49.183264,73.362899,37.165957,56.203995
2025-11-19 14:30:00,101.722983,49.126837,73.267809,37.112264,56.114468
2025-11-19 15:30:00,101.625518,49.066431,73.146334,37.029349,55.954444
2025-11-20 09:30:00,101.099887,48.882285,73.001191,36.695952,55.518789
2025-11-20 10:30:00,101.302989,48.995280,73.192024,36.802974,55.697501
2025-11-20 11:30:00,101.607642,49.164772,73.478273,36.963509,55.965569
2025-11-20 12:30:00,101.404540,49.051777,73.287440,36.856486,55.786857
2025-11-20 13:30:00,101.759968,49.249518,73.621398,37.043776,56.099602
2025-11-20 14:30:00,101.658417,49.193021,73.525981,36.990264,56.010247
2025-11-20 15:30:00,101.550965,49.128159,73.397213,36.904440,55.847419
2025-11-21 09:30:00,101.044195,48.989388,73.280233,36.551334,55.437372
2025-11-21 10:30:00,101.247162,49.102619,73.471776,36.657926,55.615813
2025-11-21 11:30:00,101.551611,49.272466,73.759091,36.817814,55.883474
2025-11-21 12:30:00,101.348645,49.159235,73.567548,36.711222,55.705033
2025-11-21 13:30:00,101.703836,49.357389,73.902749,36.897759,56.017304
2025-11-21 14:30:00,101.602353,49.300773,73.806977,36.844462,55.928084
2025-11-21 15:30:00,101.483132,49.230835,73.670532,36.755894,55.762753
2025-11-24 09:30:00,100.998638,49.137680,73.578269,36.389624,55.378586
2025-11-24 10:30:00,101.201486,49.251241,73.770572,36.495736,55.556830
2025-11-24 11:30:00,101.505759,49.421583,74.059027,36.654904,55.824196
2025-11-24 12:30:00,101.302911,49.308022,73.866724,36.548792,55.645952
2025-11-24 13:30:00,101.657895,49.506754,74.203254,36.734488,55.957879
2025-11-24 14:30:00,101.556471,49.449974,74.107102,36.681432,55.868757
2025-11-24 15:30:00,101.424172,49.374460,73.962744,36.590321,55.701249
2025-11-25 09:30:00,100.964696,49.325998,73.891219,36.217958,55.342948
2025-11-25 10:30:00,101.167448,49.439982,74.084320,36.323562,55.521071
2025-11-25 11:30:00,101.471576,49.610957,74.373973,36.481967,55.788255
2025-11-25 12:30:00,101.268824,49.496974,74.180871,36.376363,55.610132
2025-11-25 13:30:00,101.623640,49.696444,74.518799,36.561169,55.921848
2025-11-25 14:30:00,101.522264,49.639453,74.422248,36.508368,55.832786
2025-11-25 15:30:00,101.376096,49.557998,74.269890,36.414945,55.663452
2025-11-26 09:30:00,100.943650,49.552156,74.214659,36.043777,55.330716
2025-11-26 10:30:00,101.146332,49.666648,74.408587,36.148866,55.508794
2025-11-26 11:30:00,101.450354,49.838387,74.699479,36.306498,55.775913
2025-11-26 12:30:00,101.247673,49.723895,74.505551,36.201410,55.597834
2025-11-26 13:30:00,101.602365,49.924257,74.844925,36.385314,55.909472
2025-11-26 14:30:00,101.501024,49.867010,74.747961,36.332770,55.820432
2025-11-26 15:30:00,101.340745,49.779394,74.587673,36.237289,55.649640
2025-11-27 09:30:00,100.936581,49.812973,74.543905,35.874509,55.341888
2025-11-27 10:30:00,101.139221,49.928055,74.738675,35.979097,55.520000
2025-11-27 11:30:00,101.443180,50.100678,75.030830,36.135979,55.787167
2025-11-27 12:30:00,101.240540,49.985596,74.836060,36.031391,55.609055
2025-11-27 13:30:00,101.595160,50.186989,75.176907,36.214420,55.920750
2025-11-27 14:30:00,101.493840,50.129448,75.079522,36.162126,55.831695
2025-11-27 15:30:00,101.319764,50.035602,74.911532,36.064856,55.659831
2025-11-28 09:30:00,100.944363,50.104335,74.874098,35.717275,55.376205
2025-11-28 10:30:00,101.146992,50.220077,75.069714,35.821399,55.554425
2025-11-28 11:30:00,101.450936,50.393690,75.363137,35.977585,55.821755
2025-11-28 12:30:00,101.248306,50.277948,75.167522,35.873461,55.643535
2025-11-28 13:30:00,101.602907,50.480497,75.509849,36.055678,55.955420
2025-11-28 14:30:00,101.501593,50.422626,75.412041,36.003616,55.866310
2025-11-28 15:30:00,101.314578,50.322639,75.236734,35.904836,55.693773
2025-12-01 09:30:00,100.967666,50.421266,75.200307,35.578626,55.433149
2025-12-01 10:30:00,101.170319,50.537728,75.396759,35.682341,55.611552
2025-12-01 11:30:00,101.474298,50.712421,75.691437,35.837914,55.879157
2025-12-01 12:30:00,101.271645,50.595959,75.494985,35.734198,55.700754
2025-12-01 13:30:00,101.626288,50.799767,75.838776,35.915700,56.012959
2025-12-01 14:30:00,101.524961,50.741536,75.740550,35.863842,55.923757
2025-12-01 15:30:00,101.326373,50.635659,75.558462,35.763839,55.750953
2025-12-02 09:30:00,101.006962,50.758031,75.517623,35.464312,55.511949
2025-12-02 10:30:00,101.209674,50.875259,75.714890,35.567690,55.690607
2025-12-02 11:30:00,101.513743,51.051103,76.010790,35.722758,55.958594
2025-12-02 12:30:00,101.311030,50.933874,75.813523,35.619380,55.779936
2025-12-02 13:30:00,101.665777,51.139024,76.158740,35.800291,56.092587
2025-12-02 14:30:00,101.564421,51.080410,76.060107,35.748602,56.003258
2025-12-02 15:30:00,101.356076,50.969048,75.871919,35.647662,55.830600
2025-12-03 09:30:00,101.062524,51.108262,75.821271,35.379095,55.611587
2025-12-03 10:30:00,101.265333,51.226290,76.019319,35.482222,55.790569
2025-12-03 11:30:00,101.569546,51.403332,76.316392,35.636913,56.059041
2025-12-03 12:30:00,101.366737,51.285304,76.118344,35.533786,55.880059
2025-12-03 13:30:00,101.721653,51.491853,76.464928,35.714259,56.193277
2025-12-03 14:30:00,101.620248,51.432839,76.365904,35.662695,56.103786
2025-12-03 15:30:00,101.404349,51.316552,76.172427,35.561107,55.931685
2025-12-04 09:30:00,101.134436,51.465109,76.106715,35.326598,55.730805
2025-12-04 10:30:00,101.337379,51.583953,76.305500,35.429571,55.910174
2025-12-04 11:30:00,101.641794,51.762219,76.603676,35.584030,56.179228
2025-12-04 12:30:00,101.438851,51.643375,76.404892,35.481057,55.999859
2025-12-04 13:30:00,101.794002,51.851353,76.752765,35.661260,56.313755
2025-12-04 14:30:00,101.692530,51.791930,76.653372,35.609773,56.224070
2025-12-04 15:30:00,101.471571,51.671420,76.455535,35.507823,56.052937
2025-12-05 09:30:00,101.222596,51.821412,76.369761,35.309202,55.868113
2025-12-05 10:30:00,101.425711,51.941073,76.569226,35.412123,56.047930
2025-12-05 11:30:00,101.730385,52.120564,76.868423,35.566506,56.317656
2025-12-05 12:30:00,101.527269,52.000903,76.668958,35.463584,56.137839
2025-12-05 13:30:00,101.882722,52.210310,77.018021,35.643697,56.452519
2025-12-05 14:30:00,101.781164,52.150480,76.918289,35.592236,56.362610
2025-12-05 15:30:00,101.557840,52.026573,76.717118,35.490207,56.192846
2025-12-08 09:30:00,101.326722,52.169896,76.606658,35.327973,56.021807
2025-12-08 10:30:00,101.530048,52.290358,76.806737,35.430950,56.202126
2025-12-08 11:30:00,101.835036,52.471051,77.106855,35.585416,56.472604
2025-12-08 12:30:00,101.631711,52.350589,76.906776,35.482439,56.292285
2025-12-08 13:30:00,101.987531,52.561398,77.256915,35.662649,56.607843
2025-12-08 14:30:00,101.885868,52.501167,77.156875,35.611160,56.517684
2025-12-08 15:30:00,101.662967,52.374799,76.953473,35.509335,56.349678
2025-12-09 09:30:00,101.446359,52.503385,76.814187,35.382637,56.189976
2025-12-09 10:30:00,101.649932,52.624615,77.014806,35.485775,56.370845
2025-12-09 11:30:00,101.955292,52.806461,77.315736,35.640482,56.642148
2025-12-09 12:30:00,101.751719,52.685231,77.115116,35.537344,56.461279
2025-12-09 13:30:00,102.107971,52.897384,77.466201,35.717836,56.777800
2025-12-09 14:30:00,102.006185,52.836769,77.365891,35.666267,56.687365
2025-12-09 15:30:00,101.786478,52.708958,77.161413,35.564927,56.521493
2025-12-10 09:30:00,101.580886,52.815014,76.989745,35.471582,56.370526
2025-12-10 10:30:00,101.784742,52.936965,77.190824,35.574982,56.551986
2025-12-10 11:30:00,102.090525,53.119892,77.492444,35.730083,56.824176
2025-12-10 12:30:00,101.886669,52.997941,77.291364,35.626683,56.642716
2025-12-10 13:30:00,102.243416,53.211355,77.643254,35.807633,56.960270
2025-12-10 14:30:00,102.141488,53.150379,77.542714,35.755933,56.869541
2025-12-10 15:30:00,101.927622,53.022195,77.338343,35.655356,56.706154
2025-12-11 09:30:00,101.729518,53.098458,77.131408,35.591904,56.561196
2025-12-11 10:30:00,101.933689,53.221066,77.332863,35.695660,56.743280
2025-12-11 11:30:00,102.239945,53.404980,77.635044,35.851293,57.016407
2025-12-11 12:30:00,102.035774,53.282371,77.433590,35.747537,56.834322
2025-12-11 13:30:00,102.393073,53.496936,77.786134,35.929109,57.152970
2025-12-11 14:30:00,102.290988,53.435632,77.685407,35.877231,57.061928
2025-12-11 15:30:00,102.085380,53.308169,77.482326,35.777694,56.901354
2025-12-12 09:30:00,101.891313,53.348139,77.237985,35.739490,56.759579
2025-12-12 10:30:00,102.095830,53.471329,77.439725,35.843681,56.942314
2025-12-12 11:30:00,102.402605,53.656116,77.742334,35.999967,57.216416
2025-12-12 12:30:00,102.198088,53.532925,77.540594,35.895776,57.033681
2025-12-12 13:30:00,102.555993,53.748509,77.893639,36.078110,57.353467
2025-12-12 14:30:00,102.453734,53.686913,77.792769,36.026014,57.262100
2025-12-12 15:30:00,102.258478,53.561253,77.592133,35.927790,57.104638
2025-12-15 09:30:00,102.065175,53.559424,77.309043,35.909138,56.963153
2025-12-15 10:30:00,102.270066,53.683110,77.510978,36.013830,57.146556
2025-12-15 11:30:00,102.577402,53.868640,77.813881,36.170866,57.421660
2025-12-15 12:30:00,102.372511,53.744954,77.611946,36.066175,57.238257
2025-12-15 13:30:00,102.731070,53.961405,77.965332,36.249385,57.559212
2025-12-15 14:30:00,102.628624,53.899562,77.864365,36.197039,57.467511
2025-12-15 15:30:00,102.445403,53.776739,77.667277,36.100397,57.313425
2025-12-16 09:30:00,102.249863,53.728792,77.344927,36.094723,57.169302
2025-12-16 10:30:00,102.455152,53.852879,77.546968,36.199962,57.353382
2025-12-16 11:30:00,102.763085,54.039010,77.850029,36.357821,57.629502
2025-12-16 12:30:00,102.557796,53.914923,77.647989,36.252582,57.445422
2025-12-16 13:30:00,102.917052,54.132076,78.001560,36.436750,57.767562
2025-12-16 14:30:00,102.814407,54.070032,77.900540,36.384130,57.675522
2025-12-16 15:30:00,102.644426,53.951001,77.708023,36.289332,57.525037
2025-12-17 09:30:00,102.443993,53.853965,77.346747,36.289401,57.375351
2025-12-17 10:30:00,102.649701,53.978352,77.548807,36.395215,57.560109
2025-12-17 11:30:00,102.958262,54.164934,77.851897,36.553936,57.837245
2025-12-17 12:30:00,102.752554,54.040546,77.649837,36.448122,57.652488
2025-12-17 13:30:00,103.112542,54.258225,78.003442,36.633297,57.975813
2025-12-17 14:30:00,103.009688,54.196031,77.902412,36.580390,57.883434
2025-12-17 15:30:00,102.853624,54.081632,77.715386,36.487684,57.736736
2025-12-18 09:30:00,102.646049,53.933992,77.316353,36.485856,57.578598
2025-12-18 10:30:00,102.852191,54.058577,77.518350,36.592251,57.764024
2025-12-18 11:30:00,103.161404,54.245455,77.821345,36.751844,58.042164
2025-12-18 12:30:00,102.955262,54.120870,77.619349,36.645449,57.856737
2025-12-18 13:30:00,103.316010,54.338894,77.972843,36.831641,58.181234
2025-12-18 14:30:00,103.212939,54.276601,77.871845,36.778443,58.088520
2025-12-18 15:30:00,103.070910,54.167536,77.691108,36.688063,57.945747
2025-12-19 09:30:00,102.854385,53.969292,77.256291,36.676580,57.776344
2025-12-19 10:30:00,103.060973,54.093973,77.458149,36.783541,57.962422
2025-12-19 11:30:00,103.370855,54.280994,77.760936,36.943981,58.241539
2025-12-19 12:30:00,103.164267,54.156313,77.559078,36.837021,58.055461
2025-12-19 13:30:00,103.525796,54.374504,77.912329,37.024201,58.381097
2025-12-19 14:30:00,103.422502,54.312164,77.811400,36.970721,58.288058
2025-12-19 15:30:00,103.294060,54.208967,77.637610,36.882877,58.149300
2025-12-22 09:30:00,103.067241,53.961641,77.169738,36.854179,57.965935
2025-12-22 10:30:00,103.274282,54.086318,77.371389,36.961667,58.152638
2025-12-22 11:30:00,103.584844,54.273334,77.673865,37.122898,58.432692
2025-12-22 12:30:00,103.377803,54.148657,77.472214,37.015411,58.245989
2025-12-22 13:30:00,103.740125,54.366842,77.825103,37.203514,58.572719
2025-12-22 14:30:00,103.636605,54.304503,77.724277,37.149770,58.479368
2025-12-22 15:30:00,103.520746,54.207530,77.557936,37.064643,58.344667
2025-12-23 09:30:00,103.282752,53.914107,77.060427,37.011691,58.144792
2025-12-23 10:30:00,103.490249,54.038689,77.261812,37.119647,58.332086
2025-12-23 11:30:00,103.801495,54.225562,77.563889,37.281581,58.613026
2025-12-23 12:30:00,103.593998,54.100980,77.362504,37.173625,58.425732
2025-12-23 13:30:00,103.957118,54.318998,77.714928,37.362549,58.753496
2025-12-23 14:30:00,103.853369,54.256707,77.614235,37.308571,58.659849
2025-12-23 15:30:00,103.748574,54.166120,77.455681,37.226307,58.529193
2025-12-24 09:30:00,103.498967,53.830944,76.932557,37.142900,58.310454
